入札日,執行課名,事業担当課名,工事名,工事場所１市区町村,工事場所１地名１,工事場所１地名２,契約業者名,予定価格,最低制限価格若しくは調査基準価格,落札価格,指名業者数,入札形式
20071107,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町滝本　　　　,字細野地内　　　　　,中本測量事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1581300,0,1449000,15,指名競争入札
20071030,東牟婁産業振興部,森林整備課,地域防災対策総合治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町相須　　　　,字ウソ嶋地内　　　　,（株）上野組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,34728750,25032000,33390000,20,指名競争入札
20071030,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,宇筒井　　　　　　　,字奥山地内　　　　　,（有）シモジ測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,572250,0,525000,18,指名競争入札
20071030,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町宮井　　　　,字ウソ嶋地内　　　　,（有）川嶋測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1253700,0,1134000,15,指名競争入札
20071030,東牟婁産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,新宮市　　　　　　　,熊野川町相須　　　　,字宮ノ上外　地内　　,（株）黒潮設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2944200,0,2677500,15,指名競争入札
20071026,日高産業振興部,森林整備課,海岸防災林造成事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,島田　　　　　　　　,浪際地内　　　　　　,（有）丸高組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,41041350,31363500,37065000,22,指名競争入札
20071026,日高産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,山口　　　　　　　　,津瀬地内　　　　　　,（有）中本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,21555450,15534750,19824000,17,指名競争入札
20071026,日高産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,山口　　　　　　　　,谷口地内　　　　　　,山口建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,14812350,10674300,14175000,20,指名競争入札
20071026,日高産業振興部,森林整備課,調査測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,高津尾　　　　　　　,広瀬地内　　　　　　,（株）日進コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1271550,0,1207500,11,指名競争入札
20071026,西牟婁産業振興部,農地整備課,巡谷池地区堤体改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,稲成町　　　　　　　,下組地内　　　　　　,（株）かねやす建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,85596000,65744700,79485000,5,条件付一般競争入札
20071025,西牟婁産業振興部,農村計画課,地すべり防止区域境地区　排水路改修工事　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上秋津　　　　　　　,堺地内　　　　　　　,岡本建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1858500,0,1764000,20,指名競争入札
20071025,西牟婁産業振興部,農地整備課,下中三栖地区建物等事後調査業務委託　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,　　　　　　　　　　,中三栖地内　　　　　,（株）ワールド和歌山支店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,808500,0,735000,15,指名競争入札
20071025,西牟婁産業振興部,農地整備課,下中三栖地区土質調査業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,　　　　　　　　　　,下三栖、中三栖地内　,（株）白浜試錐　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,934500,0,556500,12,指名競争入札
20071023,西牟婁産業振興部,農地整備課,日向地区進入道路その２工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,（株）尾花組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,72303000,55340250,67200000,21,条件付一般競争入札
20071019,西牟婁産業振興部,森林整備課,県土防災対策治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,本宮町三越　　　　　,シレイ谷地内　　　　,山下建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5242650,3538500,4977000,20,指名競争入札
20071019,西牟婁産業振興部,森林整備課,県土防災対策治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,長野　　　　　　　　,庵ノ腰地内　　　　　,（有）志波組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1647450,0,1564500,20,指名競争入札
20071019,西牟婁産業振興部,森林整備課,県土防災対策治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町近露　　　　,一里石地内　　　　　,野田工建　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,6213900,4189500,5901000,20,指名競争入札
20071019,西牟婁産業振興部,森林整備課,林地荒廃防止施設災害復旧事業　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中辺路町大川　　　　,野々尻地内　　　　　,三栖組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18782400,13128150,13128150,20,指名競争入札
20071018,海草産業振興部,森林整備課,治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,井堰　　　　　　　　,字奥ノ谷地内　　　　,（有）第一技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,575400,0,525000,19,指名競争入札
20071018,海草産業振興部,農地整備課,安原地区保全計画策定その２業務　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吉原　　　　　　　　,外地内　　　　　　　,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1690500,0,1459500,18,指名競争入札
20071018,有田産業振興部,森林整備課,治山事業測量業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町,修理川字東加久鬼　　,地内　　　　　　　　,（株）近畿コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2154600,0,1963500,11,指名競争入札
20071018,有田産業振興部,森林整備課,治山事業測量業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町,粟生字西大和杉　　　,地内　　　　　　　　,（有）清水測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,740250,0,672000,11,指名競争入札
20071018,有田産業振興部,森林整備課,治山事業測量業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町,大蔵字不動尾　　　　,地内　　　　　　　　,（有）清水測量　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1275750,0,1155000,11,指名競争入札
20071018,有田産業振興部,森林整備課,治山事業測量業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　広川町,下津木字平瀬　　　　,地内　　　　　　　　,（株）石井コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2821350,0,2593500,15,指名競争入札
20071017,日高産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,古屋　　　　　　　　,池ノ谷　地内　　　　,（有）坂井家起こし　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,30650550,21905100,27573000,21,指名競争入札
20071005,海草産業振興部,農地整備課,安原地区吉原水路改修その２工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吉原　　　　　　　　,外地内　　　　　　　,（有）光華園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,7245000,5430600,5430600,22,指名競争入札
20070928,日高産業振興部,森林整備課,災害関連緊急治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　由良町　　　,吹井　　　　　　　　,東畑地内　　　　　　,（株）丸慶組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,32253900,24139500,24139500,18,指名競争入札
20070927,日高産業振興部,農地整備課,日高川工区保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,湯川町・藤田町　　　,地内　　　　　　　　,日技クラウン（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11550000,0,10500000,22,指名競争入札
20070926,伊都産業振興部,農地整備課,西渋田第１地すべり防止対策　１３号排水路用地測量委託業務　　　　　　　　　　　　,伊都郡　かつらぎ町　,西渋田　　　　　　　,地内　　　　　　　　,高垣測量設計事務所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,934500,0,840000,13,指名競争入札
20070926,伊都産業振興部,農地整備課,地すべり対策事業　西渋田第１地区　１３号排水路（その３）工事　　　　　　　　　　,伊都郡　かつらぎ町　,西渋田　　　　　　　,地内　　　　　　　　,（株）見好建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,46735500,35364000,44310000,19,指名競争入札
20070926,伊都産業振興部,農地整備課,畑地帯総合整備事業　河根地区　支線１号農道排水路工事　　　　　　　　　　　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,西岡組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,12726000,9441600,11865000,21,指名競争入札
20070926,有田産業振興部,農地整備課,鳥尾川第４水槽保全対策工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,糸我町　中番　　　　,地内　　　　　　　　,光亜建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,16978500,12812100,12812100,22,指名競争入札
20070926,有田産業振興部,農地整備課,送水管保全計画業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田市、有田郡　　　,　　　　　　　　　　,湯浅町、有田川町地内,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2898000,0,2604000,13,指名競争入札
20070926,有田産業振興部,農地整備課,吉備地区水路改修その２工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,庄　　　　　　　　　,地内　　　　　　　　,井上建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8232000,6224400,7717500,19,指名競争入札
20070926,日高産業振興部,農地整備課,露出管・水管橋補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,　　　　　　　　　　,・印南町地内　　　　,（株）アオマツ工芸　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,9639000,7225050,7225050,18,指名競争入札
20070926,日高産業振興部,農地整備課,由良・三尾川水槽補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高町　　　,池田　　　　　　　　,・由良町三尾川地内　,（株）小林建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15015000,11359950,11359950,19,指名競争入札
20070926,日高産業振興部,農地整備課,南部南部川地区　排水路付帯工事　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,徳蔵　　　　　　　　,地内　　　　　　　　,（株）斉藤鐵工所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,5838000,4962300,4998000,13,指名競争入札
20070926,日高産業振興部,農地整備課,津井・上野工区分水場設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,津井・御坊市名田町　,上野地内　　　　　　,（株）柏木組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,26922000,22883700,26470500,21,指名競争入札
20070926,日高産業振興部,農地整備課,上野２工区幹線農道舗装工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,地内　　　　　　　　,和興建設（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,21231000,16145850,20370000,9,指名競争入札
20070926,日高産業振興部,農地整備課,上野２工区支線農道舗装工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野　　　　,地内　　　　　　　　,（株）三興組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,18039000,13714050,17220000,10,指名競争入札
20070926,西牟婁産業振興部,農地整備課,日向地区ほ場造成工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,上芳養　　　　　　　,地内　　　　　　　　,（株）丸山組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1077688500,835937550,666676500,8,条件付一般競争入札（総合評価）
20070925,海草産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,釜滝　　　　　　　　,字八十子地内　　　　,折口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,22497300,16621951,21000000,16,指名競争入札
20070925,海草産業振興部,農地整備課,永谷地区２号４号排水路工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,（株）野上建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,37737000,28465500,35805000,19,指名競争入札
20070925,日高産業振興部,農地整備課,日高川Ⅱ期地区　幹線水路改修その１工事　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,若野　　　　　　　　,地内　　　　　　　　,（株）古部組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,61215000,47278350,51975000,8,条件付一般競争入札
20070925,日高産業振興部,農地整備課,日高川Ⅱ期地区　幹線水路改修その２工事　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,小熊　　　　　　　　,地内　　　　　　　　,（株）古部組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,59262000,45009300,53235000,8,条件付一般競争入札
20070925,東牟婁産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,高瀬　　　　　　　　,字上地　地内　　　　,東工務店　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,29161650,20788950,23940000,20,指名競争入札
20070925,東牟婁産業振興部,森林整備課,水源流域広域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,東牟婁郡　古座川町　,宇筒井　　　　　　　,字奥山地内　　　　　,（有）三明建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,28387800,20135850,20135850,20,指名競争入札
20070920,有田産業振興部,農地整備課,田角４期地区　事業損失調査（事前調査）業務　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田角　　　　　　　　,地内　　　　　　　　,（株）サンヨーナイスコーポレーション和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　,1680000,0,735000,15,指名競争入札
20070920,有田産業振興部,農地整備課,矢熊池地区ボーリング調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,奥　　　　　　　　　,地内　　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2929500,0,2614500,12,指名競争入札
20070920,有田産業振興部,農地整備課,鴻池地区ボーリング調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,吉原　　　　　　　　,地内　　　　　　　　,（株）三幸工営　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2572500,0,2310000,12,指名競争入札
20070919,日高産業振興部,森林整備課,水源流域地域保全事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷　地内　　　　　,（株）総合建設上平組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,37133250,26786550,26786550,22,指名競争入札
20070914,海草産業振興部,農地整備課,永谷地区集水ボーリング工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,永谷　　　　　　　　,地内　　　　　　　　,（株）中島興業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,21021000,15292200,15292200,18,指名競争入札
20070914,西牟婁産業振興部,農地整備課,下中三栖排水路等整備その３工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,中三栖　　　　　　　,地内　　　　　　　　,（有）柳生建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,4672500,3187800,4431000,20,指名競争入札
20070911,伊都産業振興部,農地整備課,畑地帯総合整備事業　河根地区　農用地造成１号団地　幹線農道（その２）工事　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,（株）藤田組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,30471000,23105250,28350000,18,指名競争入札
20070911,西牟婁産業振興部,農地整備課,下中三栖排水路等整備その２工事　　　　　　　　　　　　　　　　　　　　　　　　　,田辺市　　　　　　　,下三栖、中三栖　　　　　　　,、中三栖地内　　　　,（株）髙地商事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,71820000,54712350,54600000,21,条件付一般競争入札
20070910,有田産業振興部,農地整備課,中山池地区　調査測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,瀬井　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10521000,0,9765000,14,指名競争入札
20070910,有田産業振興部,農地整備課,白豆池地区　調査測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,奥　　　　　　　　　,地内　　　　　　　　,（株）データ技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10510500,0,4021500,14,指名競争入札
20070905,海草産業振興部,農地整備課,安原地区吉原水路改修その１工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,吉原　　　　　　　　,外地内　　　　　　　,（株）三愛基礎工業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,24034500,18557700,18557700,20,指名競争入札
20070831,日高産業振興部,農地整備課,弥谷池地区堤体改修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,小熊　　　　　　　　,地内　　　　　　　　,（株）坂本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,35542500,27582450,31290000,21,指名競争入札
20070831,日高産業振興部,農地整備課,道尻池地区測量設計業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,松瀬　　　　　　　　,地内　　　　　　　　,（株）中山綜合コンサルタント　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,10363500,0,9555000,10,指名競争入札
20070829,海草産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,井堰　　　　　　　　,字奥ノ谷地内　　　　,新谷鉄工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,23583000,18052335,21808500,16,指名競争入札
20070829,海草産業振興部,森林整備課,復旧治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,井堰　　　　　　　　,字奥ノ谷地内　　　　,新谷鉄工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,22762950,17425012,21315000,16,指名競争入札
20070829,海草産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,海草郡　紀美野町　　,野中　　　　　　　　,字山添地内　　　　　,折口建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,19230750,14092155,17955000,17,指名競争入札
20070824,水産振興課,水産振興課,増殖礁製作及び設置工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,西牟婁郡　白浜町　　,瀬戸地先　　　　　　,　　　　　　　　　　,出口組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,63714000,49206150,54064500,14,条件付一般競争入札
20070824,伊都産業振興部,農地整備課,畑地帯総合整備事業　河根地区　支線１号農道家屋調査委託業務　　　　　　　　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,ワコウコンサルタント（株）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,693000,0,346500,10,指名競争入札
20070824,伊都産業振興部,農地整備課,４号承水路（その７）工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,西渋田第1　　　　　　　,地内　　　　　　　　,（株）辻本組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,36855000,28004550,34860000,19,指名競争入札
20070824,伊都産業振興部,農地整備課,５－２号承水路（附帯）工事　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,西渋田第1　　　　　　　,地内　　　　　　　　,（株）中野組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1921500,0,1344000,15,指名競争入札
20070822,日高産業振興部,森林整備課,復旧治山事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,古屋　　　　　　　　,池ノ谷　地内　　　　,（株）赤坂測量設計　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1561350,0,1470000,11,指名競争入札
20070822,日高産業振興部,農地整備課,楠井３工区畑かん施設工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　楠井　　　　,地内　　　　　　　　,（有）吹石重機　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,47323500,37947000,37947000,26,指名競争入札
20070822,日高産業振興部,農地整備課,上野２工区・楠井３工区法面保護工事　　　　　　　　　　　　　　　　　　　　　　　,御坊市　　　　　　　,名田町　上野・楠井　,地内　　　　　　　　,（有）侑功　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,14563500,10957800,10957800,19,指名競争入札
20070821,伊都産業振興部,森林整備課,県土防災対策治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,伊都郡　かつらぎ町　,花園久木　　　　　　,字吉井地内　　　　　,（有）西窪建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,2900100,1957200,2761500,18,指名競争入札
20070810,伊都産業振興部,農村計画課,県営土地改良推進調査恋野地区中山間総合農地防災事業恋野地区計画策定委託業務　　　,橋本市　　　　　　　,恋野　　　　　　　　,地内　　　　　　　　,（株）近代技研　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,3486000,0,3234000,9,指名競争入札
20070810,伊都産業振興部,農地整備課,畑地帯総合整備事業　河根地区　農用地造成１号団地　幹線農道（その１）工事　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,松浦組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,11361000,8524950,10605000,19,指名競争入札
20070808,日高産業振興部,森林整備課,予防治山事業　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,千津川　　　　　　　,落合地内　　　　　　,常磐園　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,13724550,9419550,9419550,19,指名競争入札
20070806,水産振興課,水産振興課,増殖場測量及び調査委託業務　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　印南町　　　,島田　　　　　　　　,地先　　　　　　　　,（株）熊野実測　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1879500,0,1732500,20,指名競争入札
20070802,有田産業振興部,農地整備課,田角４期地区　１号鋼管杭その１工事　　　　　　　　　　　　　　　　　　　　　　　,有田郡　有田川町　　,田角　　　　　　　　,地内　　　　　　　　,（株）タニガキ建工　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,98595000,73994550,62265000,10,条件付一般競争入札
20070730,伊都産業振興部,農地整備課,畑地帯総合整備事業　河根地区　支線１号農道（その５）工事　　　　　　　　　　　　,伊都郡　九度山町　　,河根　　　　　　　　,地内　　　　　　　　,（株）伊藤組　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,125790000,96866700,57645000,14,条件付一般競争入札
20070725,海草産業振興部,農地整備課,安原地区広原水路改修その３工事　　　　　　　　　　　　　　　　　　　　　　　　　,和歌山市　　　　　　,広原　　　　　　　　,外地内　　　　　　　,（株）矢田建設　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,24213000,18439050,18439050,20,指名競争入札
20070725,日高産業振興部,森林整備課,水源流域地域保全事業測量設計業務委託　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,田尻　　　　　　　　,本谷地内　　　　　　,（有）ヤマニシ　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,1256850,0,1176000,11,指名競争入札
20070725,日高産業振興部,農地整備課,南紀用水工区保全計画策定業務　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　みなべ町　　,　　　　　　　　　　,地内　　　　　　　　,内外エンジニアリング（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,14364000,0,12915000,13,指名競争入札
20070718,有田産業振興部,農地整備課,須谷・田殿２期地区水槽測量設計業務　　　　　　　　　　　　　　　　　　　　　　　,有田市　　　　　　　,宮原町　須谷　外　　,地内　　　　　　　　,日技クラウン（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,8242500,0,7350000,17,指名競争入札
20070718,日高産業振興部,農地整備課,江川・調圧水槽補修工事　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,日高郡　日高川町　　,江川・和佐　　,江川・和佐地内　　　,機動建設工業（株）和歌山営業所　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,15151500,10949400,14700000,10,指名競争入札
